"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모"
"3000000","CDFE1230002004000005","2004-06-16","","03","폐업","03","폐업","2017-12-07","","","","741-1011","","110-809","서울특별시 종로구 동숭동 1-100번지 ","서울특별시 종로구 대학로8가길 111 (동숭동)","","갈갈이홀","2017-12-07 11:30:02","I","2018-08-31 23:59:59.0","","200241.539609902    ","453188.69990349     ","공연장","공연장","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002003000008","2003-01-06","","03","폐업","03","폐업","2017-12-29","","","","741-3934","","110-524","서울특별시 종로구 명륜4가 111-2번지 ","서울특별시 종로구 대학로9길 18 (명륜4가)","","소극장축제","2018-02-05 14:39:43","I","2018-08-31 23:59:59.0","","200005.67576435     ","453283.293031685    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002004000006","2004-06-18","","03","폐업","03","폐업","2007-01-24","","","","747-3066","","110-809","서울특별시 종로구 동숭동 1-150번지 ","서울특별시 종로구 동숭길 41  (동숭동)","","탑아트홀","2007-01-24 10:40:54","I","2018-08-31 23:59:59.0","","200307.47638288     ","453090.105614808    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002004000008","2004-10-29","","03","폐업","03","폐업","2019-09-02","","","","744-1394","","110-809","서울특별시 종로구 동숭동 1-38번지 지층 ","서울특별시 종로구 동숭길 133 (동숭동,지층)","","상명아트홀1관","2019-09-02 14:05:34","U","2019-11-20 02:40:00.0","","200171.515871618    ","453449.854548299    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002004000009","2004-12-03","","03","폐업","03","폐업","2009-06-30","","","","","","110-810","서울특별시 종로구 동숭동 187-8번지 지하1층 ","서울특별시 종로구 이화장길 100  (동숭동,지하1층)","","상상나눔씨어터","2009-08-10 16:46:09","I","2018-08-31 23:59:59.0","","200342.408788786    ","453056.007813751    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002005000002","2005-08-18","","03","폐업","03","폐업","2012-12-17","","","","745-0308","","110-809","서울특별시 종로구 동숭동 1-58번지 ","서울특별시 종로구 대학로8가길 30  (동숭동)","","대학로우리극장","2012-12-17 17:10:22","I","2018-08-31 23:59:59.0","","200153.322797562    ","453332.518876344    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002005000003","2005-10-10","","03","폐업","03","폐업","2018-01-02","","","","3676-0282","","110-809","서울특별시 종로구 동숭동 1번지 37 지하1층 ","","","신연아트홀","2018-01-02 17:19:25","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002005000005","2005-11-04","","03","폐업","03","폐업","2013-10-11","","","","02-722-3995","","110-420","서울특별시 종로구 관수동 59-7번지 서울극장내 5층 ","","","점프전용관","2013-10-11 19:03:46","I","2018-08-31 23:59:59.0","","199205.329842153    ","451945.821955137    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002006000004","2006-05-09","","03","폐업","03","폐업","2019-08-07","","","","6303-1919","","110-061","서울특별시 종로구 신문로1가 57번지 3층 ","서울특별시 종로구 새문안로 75 (신문로1가,3층)","","문호아트홀","2019-11-07 16:59:17","U","2019-11-20 02:40:00.0","","197542.319572426    ","452039.262262313    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002006000005","2006-05-24","","03","폐업","03","폐업","2014-12-29","","","","3675-4675","","110-460","서울특별시 종로구 연건동 178-1번지 지하1층 ","서울특별시 종로구 대학로 60 (연건동,지하1층)","","김동수플레이하우스","2015-01-16 14:23:41","I","2018-08-31 23:59:59.0","","200158.82002238     ","452691.97984761     ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002006000006","2006-07-26","","03","폐업","03","폐업","2008-03-31","","","","","","110-809","서울특별시 종로구 동숭동 1-33번지 5층 ","서울특별시 종로구 대학로 128  (동숭동,5층)","","컬투홀2관감동관","2008-04-02 10:51:25","I","2018-08-31 23:59:59.0","","200120.54634178     ","453378.347646612    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002007000001","2007-03-21","","03","폐업","03","폐업","2021-01-31","","","","02-743-4667","","","서울특별시 종로구 혜화동 163-24 동양예술극장 ","서울특별시 종로구 대학로14길 29, 동양예술극장 1층 (혜화동)","03084","동양예술극장 3관","2021-02-18 17:26:02","U","2021-02-20 02:40:00.0","","200136.734882861    ","453589.791391142    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002007000002","2007-03-21","","03","폐업","03","폐업","2021-01-31","","","","02-743-4667","","","서울특별시 종로구 혜화동 163-24 동양예술극장 ","서울특별시 종로구 대학로14길 29, 동양예술극장 2층~3층 (혜화동)","03084","동양예술극장 2관","2021-02-18 17:25:19","U","2021-02-20 02:40:00.0","","200136.734882861    ","453589.791391142    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002018000005","2018-05-09","","03","폐업","03","폐업","2023-07-11","","","","02-744-7420","","","서울특별시 종로구 동숭동 1-74 ","서울특별시 종로구 대학로8가길 79 (동숭동)","03086","큐씨어터","2023-07-11 17:53:56","U","2023-07-13 02:40:00.0","","200243.327275344    ","453354.557438023    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002009000002","2009-09-14","","03","폐업","03","폐업","2017-05-16","","","","02-3668-0029","","110-810","서울특별시 종로구 동숭동 187-8번지 지하1층 ","서울특별시 종로구 이화장길 100 (동숭동,지하1층)","","대학로예술극장3관","2017-05-16 10:14:37","I","2018-08-31 23:59:59.0","","200342.408788786    ","453056.007813751    ","공연장","공연장","일반주거지역","7","","","","문화시설","6","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002010000001","2010-01-20","","03","폐업","03","폐업","2010-12-03","","","","02)747-8400","","110-736","서울특별시 종로구 연지동 기독교회관 지하층 ","","","하다소극장","2010-12-03 13:19:35","I","2018-08-31 23:59:59.0","","","","공연장","공연장","","11","","","","근린생활시설","10","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002003000015","2003-01-15","","03","폐업","03","폐업","2016-11-14","","","","747-4565","","110-809","서울특별시 종로구 동숭동 1-42번지 ","서울특별시 종로구 동숭길 125 (동숭동)","","상상Art Blue","2016-11-14 18:17:45","I","2018-08-31 23:59:59.0","","200221.159827079    ","453443.564354976    ","공연장","공연장","","0","","","","","0","0","","","","","","","","","","","","0","","","","","","","","","","","","","0"
"3000000","CDFE1230002003000016","2003-01-27","","03","폐업","03","폐업","2013-09-09","","","","763-8233","","110-809","서울특별시 종로구 동숭동 1-8번지 ","서울특별시 종로구 동숭길 130-5 (동숭동)","","학전그린소극장","2013-12-13 15:34:38","I","2018-08-31 23:59:59.0","","200201.706233839    ","453509.988964294    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002003000017","2003-01-27","","03","폐업","03","폐업","2024-03-15","","","","763-8233","","110-809","서울특별시 종로구 동숭동 1-79 ","서울특별시 종로구 대학로12길 46 (동숭동)","","학전블루소극장","2024-04-16 16:51:51","U","2024-04-18 02:40:00.0","","200259.762502776    ","453309.399383479    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002003000019","2003-08-18","","03","폐업","03","폐업","2008-12-01","","","","02-399-1624","","110-821","서울특별시 종로구 세종로 81-3 ","","","세종델라구아다홀","2022-04-08 09:06:47","U","2022-04-12 02:40:00.0","","197804.357783157    ","452216.539274871    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002004000001","2004-03-05","","03","폐업","03","폐업","2020-05-22","","","","02)766-2124","","110-522","서울특별시 종로구 명륜2가 8-1번지 지하1층 ","서울특별시 종로구 창경궁로 263 (명륜2가,지하1층)","","예술극장 나무와물","2020-05-22 13:09:40","U","2020-05-24 02:40:00.0","","199962.860897639    ","453618.989692186    ","공연장","공연장","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002004000002","2004-03-18","","03","폐업","03","폐업","2017-01-10","","","","741-9700","","110-809","서울특별시 종로구 동숭동 1-74번지 ","서울특별시 종로구 대학로8가길 79 (동숭동)","","큐씨어터","2017-01-10 19:40:03","I","2018-08-31 23:59:59.0","","200243.327275344    ","453354.557438023    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002017000001","2017-01-23","","03","폐업","03","폐업","2019-09-30","","","","1661-6981","","","서울특별시 종로구 동숭동 1-149번지 지하1층 ","서울특별시 종로구 동숭길 47, 지하1층 (동숭동, 기업은행)","03086","대학로 아트홀 1관","2019-10-30 17:39:17","U","2019-11-20 02:40:00.0","","200306.889634085    ","453117.874916028    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002017000004","2017-06-12","","03","폐업","03","폐업","2018-12-31","","","","02-766-9831","","","서울특별시 종로구 명륜3가 1-220번지 ","서울특별시 종로구 창경궁로27길 27-6 (명륜3가)","03073","30스튜디오","2019-01-15 10:38:39","U","2019-01-22 02:40:00.0","","199604.836746448    ","453404.308373198    ","공연장","공연장","","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002018000002","2018-04-23","","03","폐업","03","폐업","2021-12-31","","","","02-736-2428","","","서울특별시 종로구 명륜3가 109-4 ","서울특별시 종로구 성균관로3길 20-4, 지하1층 (명륜3가)","03073","허수아비 소극장","2022-12-29 08:48:19","U","2022-12-31 02:40:00.0","","199666.948921028    ","453452.586227938    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002019000004","2019-06-20","","03","폐업","03","폐업","2024-03-12","","","","1661-3134","","","서울특별시 종로구 이화동 36-2 ","서울특별시 종로구 이화장길 58, 지하2층 (이화동)","03088","졸탄극장","2024-03-12 15:04:55","U","2024-03-14 02:40:00.0","","200339.355459063    ","452844.349652172    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002019000007","2019-10-04","","03","폐업","03","폐업","2022-07-08","","","","","","","서울특별시 종로구 관철동 33-1 시네코아 ","서울특별시 종로구 삼일대로 386, 시네코아 4,5층 (관철동)","03191","판시어터","2022-07-28 08:56:10","U","2022-07-30 02:40:00.0","","198883.495161441    ","451852.440739439    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002020000003","2020-02-14","","03","폐업","03","폐업","2023-07-27","","","","02-764-6460","","","서울특별시 종로구 혜화동 185 중원빌딩 ","서울특별시 종로구 대학로 144, 중원빌딩 지하1층 (혜화동)","03084","한양레퍼토리씨어터","2023-07-31 17:02:47","U","2023-08-02 02:40:00.0","","200121.813720325    ","453518.007319338    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002015000005","2015-03-27","","03","폐업","03","폐업","2023-04-19","","","","1800-2550","","110-809","서울특별시 종로구 동숭동 1-58 지하1층 ","서울특별시 종로구 대학로8가길 30, 지하1층 (동숭동)","110-809","명작극장 2관","2023-04-20 17:40:35","U","2023-04-23 02:40:00.0","","200153.322797562    ","453332.518876344    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002022000003","2022-08-12","","03","폐업","03","폐업","2024-07-12","","","","02-6954-0772","","","서울특별시 종로구 동숭동 1-100 ","서울특별시 종로구 대학로8가길 111, 지하1층 (동숭동)","03086","대학로 연극플레이스 혜화","2024-07-15 15:52:38","U","2024-07-17 02:40:00.0","","200241.539609902    ","453188.69990349     ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002014000011","2014-08-18","","03","폐업","03","폐업","2017-12-27","","","","","","110-524","서울특별시 종로구 명륜4가 166-1번지 ","서울특별시 종로구 대학로11길 39, 3층 (명륜4가)","110-524","진건아트홀","2018-02-05 14:41:33","I","2018-08-31 23:59:59.0","","199881.283064505    ","453331.775377779    ","공연장","공연장","","","","","","근린생활시설","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002014000014","2014-09-23","","03","폐업","03","폐업","2017-12-27","","","","02-766-0242","","110-510","서울특별시 종로구 동숭동 1-145번지 ","서울특별시 종로구 동숭길 55, 5층 (동숭동)","110-510","우리네극장","2017-12-27 15:03:42","I","2018-08-31 23:59:59.0","","200297.929299821    ","453163.458941022    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002014000016","2014-09-23","","03","폐업","03","폐업","2024-06-24","","","","","","110-510","서울특별시 종로구 동숭동 199-33 ","서울특별시 종로구 이화장길 72, 지하1층 (동숭동)","110-510","환상극장","2024-06-24 14:25:01","U","2024-06-26 02:40:00.0","","200341.000623629    ","452912.172681979    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002014000019","2014-09-25","","03","폐업","03","폐업","2021-07-02","","","","","","110-510","서울특별시 종로구 동숭동 1-48 ","서울특별시 종로구 대학로8가길 52, 6층 (동숭동)","110-510","스카이씨어터","2021-07-05 09:32:11","U","2021-07-07 02:40:00.0","","200164.118698435    ","453411.433110841    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002014000020","2014-09-26","","03","폐업","03","폐업","2021-02-01","","","","07081516416","","110-522","서울특별시 종로구 명륜2가 24-1 ","서울특별시 종로구 창경궁로34길 26, 지하1층 (명륜2가)","110-522","라이프시어터","2021-02-02 20:57:59","U","2021-02-04 02:40:00.0","","200023.629124249    ","453510.946651784    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002011000002","2011-06-09","","03","폐업","03","폐업","2018-02-07","","","","02)763-1268","","110-530","서울특별시 종로구 혜화동 15-29번지 ","서울특별시 종로구 혜화로6길 9 (혜화동)","","게릴라극장","2018-02-07 18:56:21","I","2018-08-31 23:59:59.0","","199970.438694487    ","453904.959296456    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002011000003","2011-06-21","","03","폐업","03","폐업","2015-09-10","","","","02)3672-7971","","110-524","서울특별시 종로구 명륜4가 69-1번지 지하1층 ","서울특별시 종로구 대명1길 20 (명륜4가,지하1층)","","피카소 소극장","2015-09-10 09:35:41","I","2018-08-31 23:59:59.0","","199987.615821173    ","453377.41993138     ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002010000003","2010-08-27","","03","폐업","03","폐업","2022-07-01","","","","02)988-2258","","110-280","서울특별시 종로구 원서동 157-1 지하1층 ","서울특별시 종로구 창덕궁길 29-4 (원서동,지하1층)","","북촌아트홀","2022-12-01 17:47:16","U","2022-12-03 02:40:00.0","","198957.128561       ","452963.036154508    ","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002013000005","2013-07-22","","03","폐업","03","폐업","2021-02-24","","","","2135-1507","","110-809","서울특별시 종로구 동숭동 25-5 지하 201, 지하 301 ","서울특별시 종로구 동숭길 100 (동숭동, 지하 201, 지하 301)","110-809","대학로뮤지컬센터 대극장","2021-02-25 11:38:05","U","2021-03-02 02:40:00.0","","200319.975968474    ","453397.058891096    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002013000006","2013-07-22","","03","폐업","03","폐업","2021-02-24","","","","2135-1507","","110-809","서울특별시 종로구 동숭동 25-5 (201, 301) ","서울특별시 종로구 동숭길 100 (동숭동, (201, 301))","110-809","대학로뮤지컬센터 중극장","2021-02-25 11:36:56","U","2021-03-02 02:40:00.0","","200319.975968474    ","453397.058891096    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230001989000001","1989-03-10","","03","폐업","03","폐업","2018-04-30","","","","766-3390","","110-809","서울특별시 종로구 동숭동 1-5번지 ","서울특별시 종로구 동숭길 122 (동숭동)","","동숭아트센타","2018-05-28 09:14:05","I","2018-08-31 23:59:59.0","","200257.115683163    ","453485.12004217     ","공연장","공연장","","0","","","","","0","0","","","","","","","","","","","","0","","","","","","","","","","","","","0"
"3000000","CDFE1230002013000004","2013-05-23","","03","폐업","03","폐업","2021-08-31","","","","02-766-7779","","110-460","서울특별시 종로구 연건동 39 대학로SJA빌딩 지하1층 ","서울특별시 종로구 대학로 89 (연건동)","110-460","SJA LIVE HALL","2021-09-13 09:40:51","U","2021-09-15 02:40:00.0","","200089.004472863    ","452986.206777353    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002014000001","2014-02-14","","03","폐업","03","폐업","2021-08-30","","","","02-766-7848","","110-420","서울특별시 종로구 관수동 67-10 서울극장 5.6층 ","서울특별시 종로구 돈화문로 13, 5,6층 (관수동, 서울극장)","110-420","더페인터즈전용관","2021-09-04 09:37:41","U","2021-09-06 02:40:00.0","","199222.971295675    ","451907.954467815    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002014000005","2014-04-25","","03","폐업","03","폐업","2021-02-01","","","","02-766-7667","","110-809","서울특별시 종로구 동숭동 1-61 ","서울특별시 종로구 대학로10길 11 (동숭동)","110-809","대학로연극 순위아트홀1관","2021-02-02 20:59:59","U","2021-02-04 02:40:00.0","","200177.965039223    ","453287.451050781    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002014000031","2014-10-23","","03","폐업","03","폐업","2019-03-21","","","","02-747-4288","","110-521","서울특별시 종로구 명륜1가 33-72번지 ","서울특별시 종로구 혜화로 31, 지하1층 (명륜1가)","110-521","소극장 천공의성","2019-03-21 16:16:36","U","2019-03-23 02:40:00.0","","199880.490080913    ","454005.436059664    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002014000032","2014-10-28","","03","폐업","03","폐업","2019-09-19","","","","02-765-6503","","110-510","서울특별시 종로구 동숭동 192-8번지 ","서울특별시 종로구 이화장길 86-11, 지하1층 (동숭동)","110-510","예술공간 오르다","2019-09-24 17:40:50","U","2019-11-20 02:40:00.0","","200386.164443904    ","452993.086265744    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002014000033","2014-10-29","","03","폐업","03","폐업","2022-12-30","","","","02-765-6503","","110-522","서울특별시 종로구 명륜2가 93 ","서울특별시 종로구 성균관로4길 19, 지하층 (명륜2가)","110-522","예술공간 서울","2022-12-30 15:58:42","U","2023-01-01 02:40:00.0","","199781.667014204    ","453645.757969136    ","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0"
"3000000","CDFE1230002014000036","2014-11-11","","03","폐업","03","폐업","2018-10-02","","","","","","110-530","서울특별시 종로구 혜화동 201번지 ","서울특별시 종로구 동숭길 140, 지하1층 (혜화동)","110-530","낙산씨어터","2018-10-04 09:44:20","U","2018-10-06 02:36:13.0","","200156.610752518    ","453486.148396679    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002015000020","2015-09-21","","03","폐업","03","폐업","2021-03-05","","","","","","","서울특별시 종로구 명륜4가 198-3 ","서울특별시 종로구 창경궁로 227, 지하1층 (명륜4가, 성우빌딩)","03073","익스트림씨어터3관","2021-03-08 10:55:28","U","2021-03-10 02:40:00.0","","199730.620290942    ","453348.895548068    ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFE1230002015000021","2015-10-06","","03","폐업","03","폐업","2018-08-12","","","","02-985-5654","","","서울특별시 종로구 명륜4가 69-1번지 ","서울특별시 종로구 대명1길 20, 지하1층 (명륜4가)","03078","달달씨어터","2018-09-03 15:50:23","U","2018-09-03 23:59:59.0","","199987.615821173    ","453377.41993138     ","공연장","공연장","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
