name,phone,address,url
"네네치킨 까치산점","02-2601-4492","서울특별시 강서구 화곡동 391-1 1층",""
"네네치킨 화곡남부시장점","02-2653-4492","서울특별시 강서구 화곡동 828-10",""
"네네치킨 인헌점","050-7964-1051","서울특별시 관악구 봉천동 178-256",""
"네네치킨 봉천현대점","050-7964-0395","서울특별시 관악구 봉천동 885-33",""
"네네치킨 봉천점","050-7964-1044","서울특별시 관악구 봉천동 938-1 1층",""
"네네치킨 신림점","050-7964-1050","서울특별시 관악구 신림동 1628-91",""
"네네치킨 신림2점","02-877-4482","서울특별시 관악구 신림동 241-22",""
"네네치킨 신림남부점","050-7964-1048","서울특별시 관악구 신림동 542-15 1층",""
"네네치킨 난곡점","02-863-8880","서울특별시 관악구 신림동 728-13 1층",""
"네네치킨 어린이대공원점","02-466-6572","서울특별시 광진구 구의동 66-92",""
"네네치킨 군자송정점","0504-359-4481","서울특별시 광진구 군자동 117-23 1층",""
"네네치킨 자양2점","02-454-3336","서울특별시 광진구 자양동 637-8 1층",""
"네네치킨 중곡1점","050-7982-3859","서울특별시 광진구 중곡동 193-26",""
"네네치킨 중곡2호점","02-464-4478","서울특별시 광진구 중곡동 625-1",""
"네네치킨 개봉점","02-2687-9244","서울특별시 구로구 개봉동 344-31 101호",""
"네네치킨 남구로점","050-7964-1019","서울특별시 구로구 구로3동 791-7",""
"네네치킨 구로테크노마트점","050-7964-1021","서울특별시 구로구 구로동 26",""
"네네치킨 구로1점","050-7964-1018","서울특별시 구로구 구로동 409-56",""
"네네치킨 오류1점","02-2689-9288","서울특별시 구로구 궁동 204-11",""
"네네치킨 신도림점","050-7964-1022","서울특별시 구로구 신도림동 292-44",""
"네네치킨 가산독산1동점","02-856-9244","서울특별시 금천구 독산동 302-1 1층",""
"네네치킨 독산점","050-7964-1054","서울특별시 금천구 독산동 895-24 1층",""
"네네치킨 시흥2점","050-7964-1055","서울특별시 금천구 시흥동 269-3",""
"네네치킨 금천점","050-7964-1053","서울특별시 금천구 시흥동 907-29 지상 1층",""
"네네치킨 공릉역점","02-977-4492","서울특별시 노원구 공릉동 400-4 1층",""
"네네치킨 상계마들점","0504-3142-2242","서울특별시 노원구 상계동 626 상계주공14단지 상가1층 104호",""
"네네치킨 상계중앙점","02-931-4492","서울특별시 노원구 상계동 767-5",""
"네네치킨 중계4동점","02-3392-4479","서울특별시 노원구 중계동 139-2",""
"네네치킨 중계2동점","02-978-4492","서울특별시 노원구 중계동 502-1 중계그린아파트",""
"네네치킨 하계1점","050-7964-1239","서울특별시 노원구 하계동 155-1 1층",""
"네네치킨","02-976-8292","서울특별시 노원구 하계동 28-3",""
"네네치킨 방학1점","02-3491-4479","서울특별시 도봉구 방학동 649-45",""
"네네치킨 방학2호점","0504-3142-1944","서울특별시 도봉구 방학동 676 1층",""
"네네치킨 쌍문점","02-900-9912","서울특별시 도봉구 쌍문동 724-1",""
"네네치킨 신창점","02-998-9592","서울특별시 도봉구 창동 501-11",""
"네네치킨 창동점","02-995-8228","서울특별시 도봉구 창동 585-36 지상1층",""
"네네치킨 전농점","0504-0953-1144","서울특별시 동대문구 답십리동 70-18",""
"네네치킨 용두1호점","02-922-3777","서울특별시 동대문구 용두동 790 롯데캐슬피렌체아파트",""
"네네치킨 신이문점","02-966-8955","서울특별시 동대문구 이문1동 103-11",""
"네네치킨 장안점","02-3390-4479","서울특별시 동대문구 장안동 350-3",""
"네네치킨 청량리점","0504-359-0096","서울특별시 동대문구 청량리동 366",""
"네네치킨 노량진점","02-826-9982","서울특별시 동작구 노량진동 323 우성아파트상가 007호",""
"네네치킨 사당이수점","050-7964-1058","서울특별시 동작구 사당동 161-109 지하층",""
"네네치킨 상도2호점","02-815-4492","서울특별시 동작구 상도동 261-1",""
"네네치킨 상도1점","050-7964-1059","서울특별시 동작구 상도동 469-1 1층",""
"네네치킨 홍대역점","02-334-9254","서울특별시 마포구 동교동 158-28 네네치킨 홍대역점",""
"네네치킨 마포역점","050-4458-2947","서울특별시 마포구 마포동 253 상가 1층 102호",""
"네네치킨 망원점","02-323-7382","서울특별시 마포구 망원동 338-1",""
"네네치킨 상암점","02-373-4479","서울특별시 마포구 상암동 1637 월드컵파크2단지 상가 204호",""
"네네치킨 서교점","02-322-7339","서울특별시 마포구 서교동 449-1 1층 105호",""
"네네치킨 성산점","02-306-9933","서울특별시 마포구 성산동 200-37",""
"네네치킨 이대역점","02-3272-0036","서울특별시 서대문구 대현동 104-55",""
"네네치킨 북가좌2점","02-303-4479","서울특별시 서대문구 북가좌동 290-1 1층 네네치킨",""
"네네치킨 연희점","02-3143-4479","서울특별시 서대문구 연희동 187-60",""
"네네치킨 홍은1점","02-391-4492","서울특별시 서대문구 홍제동 285-23",""
"네네치킨 홍제1점","02-3216-4459","서울특별시 서대문구 홍제동 330-247",""
"네네치킨 반포2점","02-548-7705","서울특별시 서초구 반포동 735-2 1층 네네치킨",""
"네네치킨 방배본동점","02-536-4444","서울특별시 서초구 방배동 767-24 1층",""
"네네치킨 서초중앙점","02-3477-7000","서울특별시 서초구 서초4동 1687-2 111호",""
"네네치킨 우면점","050-7964-1064","서울특별시 서초구 우면동 712",""
"네네치킨 잠원점","02-542-5582","서울특별시 서초구 잠원동 19-1",""
"네네치킨 금호점","02-2299-2272","서울특별시 성동구 금호동3가 230",""
"네네치킨 한양점","0504-0953-1108","서울특별시 성동구 마장동 336-7 현대상가",""
"네네치킨 성수2가점","0504-0953-0497","서울특별시 성동구 성수동1가 104",""
"네네치킨 행당점","02-2293-4479","서울특별시 성동구 응봉동 100",""
"네네치킨 행당1점","02-2293-4479","서울특별시 성동구 행당동 298-80",""
"네네치킨 동소문점","02-923-4492","서울특별시 성북구 동소문동7가 76-1 샤인 힐",""
"네네치킨 석관점","050-7982-4912","서울특별시 성북구 석관동 124-42",""
"네네치킨 장위2동점","050-7982-4910","서울특별시 성북구 장위동 66-240",""
"네네치킨 정릉점","02-943-9592","서울특별시 성북구 정릉동 289-30 101호",""
"네네치킨 종암점","02-921-2900","서울특별시 성북구 종암동 53-20 1층 1호",""
"네네치킨 가락점","050-4109-2898","서울특별시 송파구 가락동 173-19",""
"네네치킨 거여점","050-7964-1069","서울특별시 송파구 거여동 2-7",""
"네네치킨 문정장지점","050-7964-1070","서울특별시 송파구 문정동 100-10",""
"네네치킨 송파방이2점","050-7964-1073","서울특별시 송파구 방이동 163-12 1층 102호",""
"네네치킨 삼전점","02-423-4482","서울특별시 송파구 삼전동 33-4",""
"네네치킨 잠실1호점","050-7982-3937","서울특별시 송파구 신천동 11-9 한신오피스텔 103",""
"네네치킨 잠실새내역점","050-7964-1076","서울특별시 송파구 잠실동 19-9 잠실파인애플상가 지하",""
"네네치킨 목4동점","02-2644-4492","서울특별시 양천구 목동 799-7",""
"네네치킨 화곡3동점","02-2692-4492","서울특별시 양천구 신월5동 22-29",""
"네네치킨 신월1동점","0504-0953-0436","서울특별시 양천구 신월동 93-1",""
"네네치킨 봉구스밥버거 신월3점","02-2690-1008","서울특별시 양천구 신월동 986-8 용민아파트 1층 102호",""
"네네후라이드치킨","02-2696-8565","서울특별시 양천구 신정4동 960-33",""
"네네치킨 목동3점","0504-0953-0357","서울특별시 양천구 신정7동 326 목동아파트 A-111",""
"네네치킨 신정1점","02-2648-7295","서울특별시 양천구 신정동 1022-9",""
"네네치킨 합정점","02-2654-9200","서울특별시 양천구 신정동 336 청구아파트",""
"네네치킨 당산동점","02-2672-1454","서울특별시 영등포구 당산동3가 27",""
"네네치킨 은행나무점","02-842-4747","서울특별시 영등포구 대림동 743-9",""
"네네치킨 영등포점","050-7964-1115","서울특별시 영등포구 신길동 325-96",""
"네네치킨 영등포푸르지오점","02-842-4493","서울특별시 영등포구 영등포동7가 46-1",""
"네네치킨 보광점","02-749-4479","서울특별시 용산구 보광동 258-8",""
"네네치킨 원효점","02-704-4567","서울특별시 용산구 용문동 32-27",""
"네네치킨 숙대점","0504-3142-1580","서울특별시 용산구 청파동1가 135 홍신빌딩",""
"네네치킨 갈현점","02-356-7221","서울특별시 은평구 갈현동 392-10",""
"네네치킨 불광점","02-355-1192","서울특별시 은평구 불광동 168-1 1층",""
"네네치킨 역촌점","02-359-4472","서울특별시 은평구 역촌동 10-4",""
"네네치킨 응암점","02-387-3366","서울특별시 은평구 응암동 107-12",""
"네네치킨 녹번점","02-358-4482","서울특별시 은평구 응암동 762 상가 1층 109호",""
"네네치킨 종로점","050-4457-5747","서울특별시 종로구 낙원동 150-1 파고다빌딩 1층",""
"네네치킨 창신점","02-766-9282","서울특별시 종로구 숭인동 65-12 1층",""
"네네치킨 신당1호점","02-2237-9952","서울특별시 중구 동화동 846",""
"네네치킨 약수역점","02-2238-4554","서울특별시 중구 신당동 321-1",""
"네네치킨 묵동점","02-973-4977","서울특별시 중랑구 묵동 250-17 3동 104호",""
"네네치킨 상봉동점","02-437-9476","서울특별시 중랑구 상봉동 85-26 1층",""
"네네치킨 신내동점","02-432-5355","서울특별시 중랑구 신내동 393-5 1층",""
