"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3000000","CDFF4220002003000009","2003-02-12","","03","폐업","03","폐업","2021-09-07","","","","2277-3015","","110-420","서울특별시 종로구 관수동 59-7 5층 ","서울특별시 종로구 돈화문로 13, 5층 (관수동)","03192","서울극장 5관","2021-09-07 12:59:05","U","2021-09-09 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030212",""
"3000000","CDFF4220002003000011","2003-02-12","","03","폐업","03","폐업","2021-09-07","","","","2277-3015","","110-420","서울특별시 종로구 관수동 59-7 1,2층 ","서울특별시 종로구 돈화문로 13, 1,2층 (관수동)","03192","서울극장 7관","2021-09-07 12:59:28","U","2021-09-09 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030212",""
"3000000","CDFF4220002003000012","2003-02-12","","03","폐업","03","폐업","2021-09-07","","","","2277-3015","","","서울특별시 종로구 관수동 59-7 지하1층 ","서울특별시 종로구 돈화문로 13, 지하1층 (관수동)","03192","서울극장 8관","2021-09-07 13:00:02","U","2021-09-09 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030212",""
"3000000","CDFF4220002003000015","2003-02-12","","03","폐업","03","폐업","2005-09-27","","","","2285-2096","","110-111","서울특별시 종로구 관철동 33-1번지 ","서울특별시 종로구 삼일대로 386  (관철동)","","시네코아극장 1관","2005-09-29 09:34:41","I","2018-08-31 23:59:59.0","","198883.495161441    ","451852.440739439    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000016","2003-02-12","","03","폐업","03","폐업","2007-10-22","","","","2285-2096","","110-111","서울특별시 종로구 관철동 33-1번지 ","서울특별시 종로구 삼일대로 386  (관철동)","","스폰지하우스1관","2007-10-22 17:54:57","I","2018-08-31 23:59:59.0","","198883.495161441    ","451852.440739439    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000017","2003-02-12","","03","폐업","03","폐업","2007-10-22","","","","2285-2096","","110-111","서울특별시 종로구 관철동 33-1번지 ","서울특별시 종로구 삼일대로 386  (관철동)","","스폰지하우스2관","2007-10-22 16:30:57","I","2018-08-31 23:59:59.0","","198883.495161441    ","451852.440739439    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000018","2003-02-12","","03","폐업","03","폐업","2007-09-13","","","","2285-2096","","110-111","서울특별시 종로구 관철동 33-1번지 ","서울특별시 종로구 삼일대로 386  (관철동)","","시네코아극장 4관","2007-09-14 15:58:02","I","2018-08-31 23:59:59.0","","198883.495161441    ","451852.440739439    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000019","2003-02-12","","03","폐업","03","폐업","2006-07-03","","","","2285-2096","","110-111","서울특별시 종로구 관철동 33-1번지 ","서울특별시 종로구 삼일대로 386  (관철동)","","시네코아극장 5관","2006-07-04 10:02:05","I","2018-08-31 23:59:59.0","","198883.495161441    ","451852.440739439    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000020","2003-02-12","","03","폐업","03","폐업","2012-07-27","","","","766-3390","","","서울특별시 종로구 동숭동 1-5번지 동숭아트센터 1층 ","서울특별시 종로구 동숭길 122  (동숭동,동숭아트센터 1층)","","하이퍼텍나다","2012-07-30 09:31:51","I","2018-08-31 23:59:59.0","","200257.115683163    ","453485.12004217     ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000024","2003-02-12","","03","폐업","03","폐업","","","","","3676-8400","","110-524","서울특별시 종로구 명륜4가 113-1번지 ","서울특별시 종로구 대학로11길 23  (명륜4가)","","씨네유극장 1관","2009-04-14 13:49:47","I","2018-08-31 23:59:59.0","","199972.881431778    ","453308.674806807    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000025","2003-02-12","","03","폐업","03","폐업","","","","","3676-8400","","110-524","서울특별시 종로구 명륜4가 113-1번지 ","서울특별시 종로구 대학로11길 23  (명륜4가)","","씨네유극장 2관","2009-04-14 13:49:32","I","2018-08-31 23:59:59.0","","199972.881431778    ","453308.674806807    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002006000004","2006-12-27","","03","폐업","03","폐업","2010-04-09","","","","3210-3358","","110-062","서울특별시 종로구 신문로2가 1-153번지 2층 ","서울특별시 종로구 경희궁1길 1  (신문로2가,2층)","","미로스페이스","2010-04-15 12:25:10","I","2018-08-31 23:59:59.0","","197428.923002637    ","452041.177877529    ","영화상영관","영화상영관","","","","","3","1","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20061227","근린상업지역"
"3000000","CDFF4220002008000001","2008-11-11","","03","폐업","03","폐업","2015-12-01","","","","730-3200","","","서울특별시 종로구 소격동 144-2번지 (지하1층) ","서울특별시 종로구 율곡로3길 87 (소격동,(지하1층))","","씨네코드 선재","2015-12-02 16:50:40","I","2018-08-31 23:59:59.0","","198326.378176607    ","453014.059924892    ","영화상영관","영화상영관","6","","","","3","3","근린생활시설","1","","","","","","","","","","","","","","","","","","영화관","","20081111","일반주거지역"
"3000000","CDFF4220002010000001","2010-04-15","","03","폐업","03","폐업","2022-02-17","","","","3210-3358","","","서울특별시 종로구 신문로2가 1-153 2층 ","서울특별시 종로구 경희궁1길 1 (신문로2가,2층)","","독립영화전용관 시네마루","2022-03-25 13:09:35","U","2022-03-27 02:40:00.0","","197428.923002637    ","452041.177877529    ","영화상영관","","4","","","0","1","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20100415",""
"3000000","CDFF4220002011000001","2011-03-23","","03","폐업","03","폐업","2012-05-29","","","","3210-3358,737-2567","","","서울특별시 종로구 신문로2가 1-153번지 가든플레이스 2층 ","서울특별시 종로구 경희궁1길 1, 2층 (신문로2가, 가든플레이스)","110-062","미로스페이스","2012-06-08 14:44:56","I","2018-08-31 23:59:59.0","","197428.923002637    ","452041.177877529    ","영화상영관","","4","","","","3","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20110323",""
"3000000","CDFF4220002011000002","2011-05-23","","03","폐업","03","폐업","2013-08-09","","","","743-3422","","","서울특별시 종로구 명륜3가 109-4번지 지하1층 ","서울특별시 종로구 성균관로3길 20-4  (명륜3가,지하1층)","","3D상상극장","2013-08-09 16:53:32","I","2018-08-31 23:59:59.0","","199666.948921028    ","453452.586227938    ","영화상영관","","4","","","","3","1","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20110523",""
"3000000","CDFF4220002003000032","2003-08-02","","03","폐업","03","폐업","2021-09-07","","","","2277-3015","","","서울특별시 종로구 관수동 59-7 6층 ","서울특별시 종로구 돈화문로 13, 6층 (관수동)","03192","서울극장 H관","2021-09-07 13:00:51","U","2021-09-09 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030802",""
"3000000","CDFF4220002003000033","2003-09-18","","03","폐업","03","폐업","2021-09-07","","","","2277-3015","","","서울특별시 종로구 관수동 59-7 신관2층 ","서울특별시 종로구 돈화문로 13, 신관2층 (관수동)","03192","서울극장 플러스관","2021-09-07 13:00:35","U","2021-09-09 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030918",""
"3000000","CDFF4220002004000011","2004-11-12","","03","폐업","03","폐업","2021-11-19","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하4층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동,지하4층)","","CGV피카디리1958 7관","2021-11-19 11:27:54","U","2021-11-21 02:40:00.0","","199155.544853099    ","452083.125538906    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20041112",""
"3000000","CDFF4220002004000015","2004-11-12","","03","폐업","03","폐업","2021-11-19","","","","3674-7735","","","서울특별시 종로구 돈의동 137 지하4층 ","서울특별시 종로구 돈화문로5가길 1 (돈의동,지하4층)","","CGV피카디리1958 8관","2021-11-19 11:28:20","U","2021-11-21 02:40:00.0","","199155.544853099    ","452083.125538906    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20041112",""
"3000000","CDFF4220002005000001","2005-01-26","","03","폐업","03","폐업","2010-04-06","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 3층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 3층)","","아산엠인터내셔널 단성사 1관","2010-04-06 10:46:19","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002005000002","2005-01-26","","03","폐업","03","폐업","2010-04-06","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 5층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 5층)","","아산엠인터내셔널 단성사 2관","2010-04-06 10:46:42","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002005000003","2005-01-26","","03","폐업","03","폐업","2010-04-06","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 5층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 5층)","","아산엠인터내셔널 단성사 3관","2010-04-06 10:47:05","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002005000004","2005-01-26","","03","폐업","03","폐업","2010-04-06","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 5층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 5층)","","아산엠인터내셔널 단성사 4관","2010-04-06 10:47:23","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002005000005","2005-01-26","","03","폐업","03","폐업","2010-07-14","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 7층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 7층)","","아산엠인터내셔널 단성사 5관","2010-07-21 13:37:35","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002003000026","2003-02-12","","03","폐업","03","폐업","","","","","3676-8400","","110-524","서울특별시 종로구 명륜4가 113-1번지 ","서울특별시 종로구 대학로11길 23  (명륜4가)","","씨네유극장 3관","2009-04-14 13:49:21","I","2018-08-31 23:59:59.0","","199972.881431778    ","453308.674806807    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000027","2003-02-12","","03","폐업","03","폐업","","","","","3676-8400","","110-524","서울특별시 종로구 명륜4가 113-1번지 ","서울특별시 종로구 대학로11길 23  (명륜4가)","","씨네유극장 4관","2009-04-14 13:49:58","I","2018-08-31 23:59:59.0","","199972.881431778    ","453308.674806807    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000028","2003-02-12","","03","폐업","03","폐업","","","","","3676-8400","","110-524","서울특별시 종로구 명륜4가 113-1번지 ","서울특별시 종로구 대학로11길 23  (명륜4가)","","씨네유극장 5관","2009-04-14 13:50:09","I","2018-08-31 23:59:59.0","","199972.881431778    ","453308.674806807    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000030","2003-08-02","","03","폐업","03","폐업","2021-09-07","","","","2277-3015","","","서울특별시 종로구 관수동 59-7 5층 ","서울특별시 종로구 돈화문로 13, 5층 (관수동)","03192","서울극장 10관","2021-09-07 13:00:19","U","2021-09-09 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","6","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030802",""
"3000000","CDFF4220002003000031","2003-08-02","","03","폐업","03","폐업","2022-03-24","","","","741-9782","","","서울특별시 종로구 관수동 59-7 3층 ","서울특별시 종로구 돈화문로 13, 3층 (관수동)","03192","서울아트시네마","2022-03-24 14:40:16","U","2022-03-26 02:40:00.0","","199205.329842153    ","451945.821955137    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030802",""
"3000000","CDFF4220002005000006","2005-01-26","","03","폐업","03","폐업","2010-07-14","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 7층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 7층)","","아산엠인터내셔널 단성사 6관","2010-07-21 13:38:05","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002005000007","2005-01-26","","03","폐업","03","폐업","2010-07-14","","","","765-1907","","","서울특별시 종로구 묘동 56번지 단성사 7층 ","서울특별시 종로구 돈화문로 26  (묘동,단성사 7층)","","아산엠인터내셔널 단성사 7관","2010-07-21 13:38:41","I","2018-08-31 23:59:59.0","","199269.115470782    ","452076.225584316    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20050126",""
"3000000","CDFF4220002003000010","2003-02-12","","01","영업/정상","13","영업중","","","","","070-8236-0366","","","서울특별시 마포구 동교동 166-14 동교동 스타피카소 ","서울특별시 마포구 양화로 176, 동교동 스타피카소 8층 (동교동)","04051","독립영화전용관 인디스페이스","2022-02-21 11:00:52","U","2022-02-23 02:40:00.0","","193282.130799848    ","450549.280167182    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030212",""
"3000000","CDFF4220002003000013","2003-02-12","","01","영업/정상","13","영업중","","","","","3672-4232","","","서울특별시 종로구 낙원동 284-6번지 ","서울특별시 종로구 삼일대로 428 (낙원동)","","허리우드클래식","2020-03-23 14:02:25","U","2020-03-25 02:40:00.0","","198852.959716775    ","452253.942584507    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000014","2003-02-12","","01","영업/정상","13","영업중","","","","","02-742-4232","","","서울특별시 종로구 낙원동 284-6번지 ","서울특별시 종로구 삼일대로 428, 4층 (낙원동)","03140","낭만극장","2018-11-02 15:45:38","U","2018-11-12 04:00:00.0","","198852.959716775    ","452253.942584507    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20030212",""
"3000000","CDFF4220002003000021","2003-02-12","","01","영업/정상","13","영업중","","","","","070-8145-3128","","","서울특별시 종로구 신문로1가 226 흥국생명빌딩 ","서울특별시 종로구 새문안로 68, 흥국생명빌딩 지하2층 (신문로1가)","03184","씨네큐브광화문 1관","2024-04-30 12:58:48","U","2024-05-02 02:40:00.0","","197482.205329945    ","451938.30792481     ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030212",""
"3000000","CDFF4220002003000022","2003-02-12","","01","영업/정상","13","영업중","","","","","070-8145-3128","","","서울특별시 종로구 신문로1가 226 흥국생명빌딩 ","서울특별시 종로구 새문안로 68, 흥국생명빌딩 지하2층 (신문로1가)","03184","씨네큐브광화문 2관","2024-04-30 12:58:48","U","2024-05-02 02:40:00.0","","197482.205329945    ","451938.30792481     ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030212",""
"3000000","CDFF4220002016000001","2016-03-09","","01","영업/정상","13","영업중","","","","","02-730-5515","","","서울특별시 종로구 신문로2가 1-181 ","서울특별시 종로구 경희궁1가길 7, 2층 (신문로2가, 복합문화공간에무)","03176","에무 시네마 1관","2024-08-08 14:58:24","U","2024-08-10 02:40:00.0","","197193.771272123    ","452199.428810287    ","영화상영관","","5","","","0","3","2","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20160309",""
"3000000","CDFF4220002018000001","2018-07-13","","01","영업/정상","13","영업중","","","","","02-730-5604","","","서울특별시 종로구 신문로2가 1-181 복합문화공간 에무 3층 ","서울특별시 종로구 경희궁1가길 7, 복합문화공간 에무 3층 (신문로2가)","03176","에무 시네마 2관","2024-08-08 14:59:05","U","2024-08-10 02:40:00.0","","197193.771272123    ","452199.428810287    ","영화상영관","","0","","","0","3","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20180713",""
"3000000","CDFF4220002004000001","2004-06-30","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하3층 ","서울특별시 종로구 대명길 28 (명륜2가,지하3층)","","CGV 대학로 1관","2021-04-23 14:50:30","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","9","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002004000002","2004-06-30","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하3층 ","서울특별시 종로구 대명길 28 (명륜2가,지하3층)","","CGV 대학로 2관","2021-04-23 14:52:54","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002005000008","2005-05-26","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하1층 ","서울특별시 종로구 대명길 28 (명륜2가,지하1층)","","CGV 대학로 5관","2023-11-13 14:41:45","U","2023-11-15 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","0","","","0","9","6","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20050526",""
"3000000","CDFF4220002004000003","2004-06-30","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하2층 ","서울특별시 종로구 대명길 28 (명륜2가,지하2층)","","CGV 대학로 3관","2021-04-23 14:54:04","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
"3000000","CDFF4220002004000004","2004-06-30","","01","영업/정상","13","영업중","","","","","766-3211","","","서울특별시 종로구 명륜2가 41-9 지하2층 ","서울특별시 종로구 대명길 28 (명륜2가,지하2층)","","CGV 대학로 4관","2021-04-23 14:54:27","U","2021-04-25 02:40:00.0","","199916.833506015    ","453462.420943009    ","영화상영관","영화상영관","","","","","9","6","","","","","","","","","","","","","","","","","","","","영화관","","20040630",""
