name,phone,address,url
"BHC치킨 강서구청점","02-2065-2200","서울특별시 강서구 화곡동 1121-2",""
"BHC치킨 화곡역점","02-2692-9233","서울특별시 강서구 화곡동 379-87 1층",""
"BHC치킨 봉천청림점","02-877-0814","서울특별시 관악구 봉천동 14-18 1층",""
"BHC치킨 봉천청룡점","02-875-9211","서울특별시 관악구 봉천동 1540-1",""
"BHC치킨 서울대역점","02-878-7752","서울특별시 관악구 봉천동 1612-1",""
"BHC치킨 낙성대점","02-877-1677","서울특별시 관악구 봉천동 1638-24",""
"BHC치킨 봉천중앙점","02-883-0357","서울특별시 관악구 봉천동 1719-1 102호 bhc치킨 봉천중앙점",""
"BHC치킨 봉천스타점","02-889-8333","서울특별시 관악구 봉천동 955-42",""
"BHC치킨 서림점","02-878-6367","서울특별시 관악구 신림동 103-198",""
"BHC치킨 대학동점","02-875-2077","서울특별시 관악구 신림동 1536 1층",""
"BHC치킨 신림신원점","02-6052-5204","서울특별시 관악구 신림동 1606-12 1층BHC",""
"BHC치킨 신대방역점","02-852-9282","서울특별시 관악구 신림동 532-26",""
"BHC치킨 난곡점","02-862-1122","서울특별시 관악구 신림동 604-1",""
"BHC치킨 신림난우점","02-856-0555","서울특별시 관악구 신림동 704-5 2층",""
"BHC치킨 서울대학교기숙사점","02-881-9222","서울특별시 관악구 신림동 산56-1",""
"BHC치킨 광나루점","02-444-1580","서울특별시 광진구 광장동 566",""
"BHC치킨 구의점","02-455-8295","서울특별시 광진구 구의동 223-58 1층 bhc",""
"BHC치킨 군자점","02-3436-9955","서울특별시 광진구 능동 222-2",""
"비에이치씨치킨","02-444-8295","서울특별시 광진구 자양2동 679-13",""
"BHC치킨 자양3동점","02-444-3356","서울특별시 광진구 자양동 584-3",""
"BHC치킨 자양행복점","0504-3142-1120","서울특별시 광진구 자양동 679-13",""
"BHC치킨 자양점","02-6368-0092","서울특별시 광진구 자양동 9-16",""
"BHC치킨 뚝섬한강공원2호점","02-455-8280","서울특별시 광진구 자양동 97-5",""
"BHC치킨 뚝섬한강공원3호점","02-466-8287","서울특별시 광진구 자양동 99-2",""
"BHC치킨 아차산점","02-454-1577","서울특별시 광진구 중곡동 150-100 1층",""
"BHC치킨 중곡대박점","02-464-9909","서울특별시 광진구 중곡동 167-19",""
"BHC치킨 중곡점","0504-359-1574","서울특별시 광진구 중곡동 647-18",""
"BHC치킨 화양점","02-498-5874","서울특별시 광진구 화양동 23-27 101호",""
"BHC치킨 개봉점","02-2611-9288","서울특별시 구로구 개봉동 265-20",""
"BHC치킨 광명시장점","02-2625-9299","서울특별시 구로구 개봉동 478 개봉한진아파트 상가2동 108호",""
"BHC 계남공원점","02-2689-7979","서울특별시 구로구 고척동 330 삼익1단지아파트",""
"BHC치킨 고척점","0504-0953-0503","서울특별시 구로구 고척동 52-81",""
"BHC치킨 개봉사거리점","02-2681-0070","서울특별시 구로구 고척동 94-8",""
"BHC치킨 구로동중앙점","02-830-1252","서울특별시 구로구 구로동 110-5",""
"BHC치킨 구로디지털단지역점","02-867-8873","서울특별시 구로구 구로동 1124-71",""
"BHC치킨 신도림미래점","02-866-9232","서울특별시 구로구 구로동 22-1 1층",""
"BHC치킨 구로5점","02-6082-9292","서울특별시 구로구 구로동 390-114",""
"BHC치킨 구일SK허브수점","02-854-9282","서울특별시 구로구 구로동 650-4 SK허브수 A동 131호",""
"BHC치킨 오류1점","02-2060-9989","서울특별시 구로구 오류2동 156-29",""
"BHC치킨 오류초교점","02-2615-3322","서울특별시 구로구 오류동 24-20",""
"BHC치킨 천왕점","02-2684-9282","서울특별시 구로구 천왕동 277 천왕이펜하우스 5단지상가",""
"BHC치킨 항동점","02-3666-9997","서울특별시 구로구 항동 100-5 제상가2동 103호",""
"BHC치킨 디지털점","02-851-9919","서울특별시 금천구 가산동 143-6",""
"BHC치킨 가산디지털점","02-6281-6644","서울특별시 금천구 가산동 371-106",""
"BHC치킨 독산맛나거리점","02-838-3339","서울특별시 금천구 독산동 1013-8",""
"BHC치킨 금천구청점","02-807-1333","서울특별시 금천구 독산동 1155",""
"BHC치킨 시흥점","02-808-9898","서울특별시 금천구 시흥동 813-35",""
"BHC치킨 시흥사거리점","02-895-1717","서울특별시 금천구 시흥동 889-4",""
"BHC치킨 태릉입구점","02-949-9222","서울특별시 노원구 공릉1동 633-11",""
"BHC치킨 공릉역점","02-948-8844","서울특별시 노원구 공릉동 435-2 중앙빌딩",""
"BHC치킨 수락산역점","02-935-7792","서울특별시 노원구 상계1동 1267 파르코 오피스텔 1층","https://booking.naver.com/booking/6/bizes/444646"
"BHC치킨 노원역점","0504-3142-1028","서울특별시 노원구 상계2동 593-1 화일빌딩2층",""
"BHC치킨 마들점","0504-3142-1023","서울특별시 노원구 상계동 1021-21 1층",""
"BHC치킨 수락산역점","02-935-7792","서울특별시 노원구 상계동 1267",""
"BHC치킨 상계대박점","02-935-9282","서울특별시 노원구 상계동 387-122",""
"BHC치킨 상계행복점","02-975-8292","서울특별시 노원구 상계동 767-4",""
"BHC치킨 월계스타점","02-999-8292","서울특별시 노원구 월계동 274-46",""
"BHC치킨 상계역점","02-952-5077","서울특별시 노원구 중계동 142-44",""
"BHC치킨 중계본점","02-937-2077","서울특별시 노원구 중계동 434-1 1층 103호",""
"BHC치킨 중계점","02-926-9292","서울특별시 노원구 중계동 512",""
"BHC치킨 하계점","02-975-9282","서울특별시 노원구 하계동 167-7",""
"BHC치킨 도봉역점","02-955-8886","서울특별시 도봉구 도봉동 600-25",""
"BHC치킨 방학신동아점","02-956-2292","서울특별시 도봉구 방학동 271-4",""
"BHC치킨 방학점","02-6083-7272","서울특별시 도봉구 방학동 312-2 102호","https://booking.naver.com/booking/6/bizes/558907"
"BHC치킨 도봉구청점","02-956-9972","서울특별시 도봉구 방학동 717-2",""
"BHC치킨 창동점","02-992-9282","서울특별시 도봉구 쌍문동 81-149",""
"BHC치킨 창동행복점","02-991-8878","서울특별시 도봉구 창동 33-3 2층 205호",""
"BHC치킨 창2동점","02-900-3344","서울특별시 도봉구 창동 552-44",""
"BHC치킨 창동아이파크점","02-991-7771","서울특별시 도봉구 창동 749-16",""
"BHC치킨 답십리점","02-2212-1222","서울특별시 동대문구 답십리동 257-3",""
"BHC치킨 제기점","0504-3142-2055","서울특별시 동대문구 용두동 53-6",""
"BHC치킨 이문점","02-959-9912","서울특별시 동대문구 이문동 255-188",""
"BHC치킨 회기점","02-959-8892","서울특별시 동대문구 이문동 325-48",""
"BHC치킨 장안점","02-2242-5577","서울특별시 동대문구 장안동 141-10",""
"BHC치킨 장한평점","02-2242-2247","서울특별시 동대문구 장안동 401-4 1층",""
"BHC치킨 시립대점","02-3390-5577","서울특별시 동대문구 전농동 295-9",""
"BHC치킨 고대역점","02-925-2100","서울특별시 동대문구 제기동 137-418",""
"BHC치킨 청량리점","02-959-0901","서울특별시 동대문구 청량리동 30",""
"BHC치킨 휘경점","02-6489-1123","서울특별시 동대문구 휘경동 57-1",""
"BHC치킨 노량진점","02-825-9292","서울특별시 동작구 노량진동 325-4 2층 202호",""
"BHC치킨 대방동점","02-815-0104","서울특별시 동작구 대방동 20-10",""
"BHC치킨 사당점","02-582-2004","서울특별시 동작구 사당동 1029-45 1층",""
"BHC치킨 남성역점","02-6396-7979","서울특별시 동작구 사당동 265-18",""
"BHC치킨 상도점","02-816-8599","서울특별시 동작구 상도동 235-35",""
"BHC치킨 숭실대점","02-815-8799","서울특별시 동작구 상도동 505-1",""
"BHC치킨 신대방스타점","02-825-8292","서울특별시 동작구 신대방동 342-17 1층",""
"BHC치킨 보라매타운점","02-844-9008","서울특별시 동작구 신대방동 395-66 보라매삼성쉐르빌 지층",""
"BHC치킨 보라매역점","02-841-8292","서울특별시 동작구 신대방동 498-9 1층",""
"BHC치킨 중앙대점","02-6010-6471","서울특별시 동작구 흑석동 195-19",""
"BHC치킨 흑석대박점","02-817-7272","서울특별시 동작구 흑석동 335-1",""
"BHC치킨 흑석점","02-817-7272","서울특별시 동작구 흑석동 335-1 한강센트레빌상가 107호",""
"BHC치킨 마포역점","02-718-5888","서울특별시 마포구 도화동 67",""
"BHC치킨 홍대점","02-325-3112","서울특별시 마포구 동교동 163-9 2층",""
"BHC치킨 망원점","02-332-5889","서울특별시 마포구 망원동 438-21",""
"BHC치킨 상암DMC점","02-307-7008","서울특별시 마포구 상암동 14-3 상암주택 1층 102호",""
"모여라닭집","02-336-6789","서울특별시 마포구 서교동 363-4",""
"BHC치킨 성산동점","02-303-8335","서울특별시 마포구 성산동 138-4",""
"BHC치킨 홍대초교점","02-322-2090","서울특별시 마포구 성산동 242-17",""
"BHC치킨 공덕점","02-752-7777","서울특별시 마포구 신공덕동 172",""
"BHC치킨 신수서강대점","02-704-3456","서울특별시 마포구 신수동 190 성원아파트 상가 106호",""
"BHC치킨 아현점","0504-3142-1253","서울특별시 마포구 아현동 702-6",""
"BHC치킨 아현점","0504-3142-1253","서울특별시 마포구 아현동 702-6",""
"BHC치킨 창전서강점","02-322-0988","서울특별시 마포구 창전동 2-40 1층",""
"BHC치킨 남가좌DMC점","0504-3142-2139","서울특별시 서대문구 남가좌동 347-20",""
"BHC치킨 이대역점","02-6338-3222","서울특별시 서대문구 대현동 53-31",""
"BHC치킨 북가좌동점","02-303-5503","서울특별시 서대문구 북가좌동 292-15",""
"BHC치킨 DMC북가좌점","02-303-5999","서울특별시 서대문구 북가좌동 481 상가1동 지층 1-05호",""
"BHC치킨 연희점","02-333-5303","서울특별시 서대문구 연희동 95-36 1층",""
"BHC치킨 신촌점","02-363-9292","서울특별시 서대문구 창천동 13-37",""
"BHC치킨 서대문역점","02-393-4044","서울특별시 서대문구 충정로2가 99-21",""
"BHC치킨 홍은점","02-3216-9795","서울특별시 서대문구 홍은동 9-174",""
"BHC치킨 홍제점","02-735-5999","서울특별시 서대문구 홍제동 316-1 가동 1층",""
"BHC치킨 서초내곡점","02-578-5588","서울특별시 서초구 내곡동 391",""
"BHC치킨 반포2호점","02-595-8280","서울특별시 서초구 반포동 115-5",""
"BHC치킨 강남반포점","02-512-8488","서울특별시 서초구 반포동 746-11",""
"BHC치킨 신반포점","02-535-9282","서울특별시 서초구 반포동 92-3 1층",""
"BHC치킨 이수점","02-537-8292","서울특별시 서초구 방배동 3001-2 디오슈페리움 1차 104호",""
"BHC치킨 방배점","02-586-0069","서울특별시 서초구 방배동 475-20",""
"BHC치킨 방배본동점","02-537-3410","서울특별시 서초구 방배본동 763-3",""
"BHC치킨 서초교대점","02-525-9282","서울특별시 서초구 서초동 1565-7",""
"BHC치킨 우면점","02-577-9092","서울특별시 서초구 양재동 111-5 양촌빌딩 1층",""
"BHC치킨 반포한강공원1호점","02-533-8280","서울특별시 서초구 잠원동 122-1",""
"BHC치킨 잠원점","0504-3142-1029","서울특별시 서초구 잠원동 29-1",""
"BHC치킨 금호점","02-2237-9494","서울특별시 성동구 금호동3가 949",""
"BHC치킨 도선점","02-2299-3510","서울특별시 성동구 도선동 69",""
"BHC치킨 한양대마장점","02-2292-5588","서울특별시 성동구 사근동 309-28",""
"BHC치킨 성수역점","0504-359-5572","서울특별시 성동구 성수동1가 237-2",""
"BHC치킨 용답점","02-2213-7797","서울특별시 성동구 용답동 49-4",""
"BHC치킨 행당점","02-6338-3343","서울특별시 성동구 하왕십리동 995-2 1층 bhc",""
"BHC치킨 길음뉴타운점","0504-458-1701","서울특별시 성북구 길음동 1141",""
"BHC치킨 돈암점","02-925-9292","서울특별시 성북구 돈암동 74-345","https://booking.naver.com/booking/6/bizes/558907"
"BHC치킨 한성대입구점","02-745-0417","서울특별시 성북구 동소문동1가 40",""
"BHC치킨 신설점","0504-359-5483","서울특별시 성북구 보문동7가 89-1","https://booking.naver.com/booking/6/bizes/558594"
"BHC치킨 석관점","02-968-5577","서울특별시 성북구 석관동 189-51",""
"BHC치킨 장위점","02-909-2368","서울특별시 성북구 장위동 189-3 상가6동 1호",""
"BHC치킨 정릉점","0504-3142-1126","서울특별시 성북구 정릉동 164-37",""
"BHC치킨 종암점","02-929-9981","서울특별시 성북구 종암동 86-1",""
"BHC치킨 월곡점","02-918-9289","서울특별시 성북구 하월곡동 96-76",""
"BHC치킨 가락점","02-404-2010","서울특별시 송파구 가락동 159-6",""
"BHC치킨 개롱역점","02-2043-5002","서울특별시 송파구 가락동 167-7",""
"BHC치킨 마천점","02-414-0036","서울특별시 송파구 마천동 44-8 1층",""
"BHC치킨 문정로데오점","02-2043-9282","서울특별시 송파구 문정동 30-2",""
"BHC치킨 문정법조타운점","02-408-7775","서울특별시 송파구 문정동 644-2 문정현대지식산업센트 1-2 C동 136,137호",""
"BHC치킨 송파장지점","02-443-8292","서울특별시 송파구 문정동 82-11 1층 104호",""
"BHC치킨 방이점","02-418-9200","서울특별시 송파구 방이동 129-2",""
"BHC치킨 송파구청점","02-424-0440","서울특별시 송파구 방이동 60",""
"BHC치킨 삼전점","02-3432-9288","서울특별시 송파구 삼전동 59-14",""
"BHC치킨 석촌점","02-412-9211","서울특별시 송파구 석촌동 150-1 1층","https://booking.naver.com/booking/6/bizes/497337"
"BHC치킨 헬리오시티점","02-412-5577","서울특별시 송파구 석촌동 276-7",""
"BHC치킨 송파한양점","02-415-7892","서울특별시 송파구 송파2동 183",""
"BHC치킨 잠실푸르지오점","02-2202-5588","서울특별시 송파구 신천동 11-4",""
"B비에이치씨","02-6204-3406","서울특별시 송파구 신천동 29 19층",""
"BHC치킨 잠실야구장3호점","1661-0965","서울특별시 송파구 잠실동 10-1",""
"BHC치킨 잠실야구장2호점","1661-0965","서울특별시 송파구 잠실동 10-1 가판매대",""
"BHC치킨 잠실한강공원4호점","02-3431-1624","서울특별시 송파구 잠실동 1-1",""
"BHC치킨 잠실한강공원3호점","02-3431-8553","서울특별시 송파구 잠실동 1-1 잠실한강공원3호점",""
"BHC치킨 잠실본점","0504-3142-0792","서울특별시 송파구 잠실동 226-5",""
"BHC치킨 위례중앙점","02-3012-9922","서울특별시 송파구 장지동 897 상가동 1층 150,151호",""
"BHC치킨 풍납올림픽공원점","02-3784-5298","서울특별시 송파구 풍납동 400-1",""
"BHC치킨 목동중앙점","02-2061-2061","서울특별시 양천구 목2동 315-44",""
"BHC치킨 목동2호점","02-2646-2233","서울특별시 양천구 목동 761-14",""
"BHC치킨 이대목동점","02-2062-7792","서울특별시 양천구 목동 909-4 1층",""
"BHC치킨 신월스타점","02-2608-9004","서울특별시 양천구 신월동 115-19",""
"BHC치킨 신월중앙점","02-2690-7992","서울특별시 양천구 신월동 28-6",""
"BHC치킨 신월점","02-2692-9222","서울특별시 양천구 신월동 517-8",""
"BHC치킨 신정뉴타운점","02-2607-1110","서울특별시 양천구 신월동 548-1 유림웰스빌 103호",""
"BHC치킨 신월대박점","02-2065-8892","서울특별시 양천구 신월동 933-2",""
"BHC치킨 목동역점","02-2694-7272","서울특별시 양천구 신정4동 903-15",""
"BHC치킨 목동단지점","02-2645-9285","서울특별시 양천구 신정동 1026-11",""
"BHC치킨 신정네거리점","02-2698-8962","서울특별시 양천구 신정동 1175-28",""
"BHC치킨 신목동점","02-2652-5033","서울특별시 양천구 신정동 281-1",""
"BHC치킨 오목교점","02-6339-7782","서울특별시 양천구 신정동 318-17",""
"BHC치킨 당산점","02-2677-9290","서울특별시 영등포구 당산동6가 335-3 골드라인",""
"BHC치킨 문래점","0504-3142-0741","서울특별시 영등포구 문래동6가 24-1",""
"BHC치킨 신길1호점","02-832-0817","서울특별시 영등포구 신길동 296-26 1층",""
"BHC치킨 신풍역점","02-847-9288","서울특별시 영등포구 신길동 4937",""
"BHC치킨 양평역점","02-2632-9992","서울특별시 영등포구 양평동1가 247",""
"BHC치킨 양평현대점","02-2677-3607","서울특별시 영등포구 양평동3가 101 양평동 6차 현대아파트",""
"BHC치킨 여의도역점","02-761-3306","서울특별시 영등포구 여의도동 26 3층 303호, 304-1호",""
"BHC치킨 여의도점","02-782-9282","서울특별시 영등포구 여의도동 50 여의도시범아파트 여의도동, 시범상가2,3,4동 108호",""
"BHC치킨 여의도한강공원2호점","02-780-8150","서울특별시 영등포구 여의도동 84-4",""
"BHC치킨 여의도한강공원1호점","02-769-1192","서울특별시 영등포구 여의도동 86-5 CU 2층",""
"BHC치킨 영등포공원점","0507-744-9288","서울특별시 영등포구 영등포동 580-100",""
"BHC치킨 영등포아크로타워점","02-421-3392","서울특별시 영등포구 영등포동7가 203",""
"BHC치킨 효창공원역점","02-2088-7008","서울특별시 용산구 도원동 3-4",""
"BHC치킨 용산해방촌점","02-797-5595","서울특별시 용산구 용산동2가 17-7",""
"BHC치킨 이촌점","02-702-3006","서울특별시 용산구 이촌동 206-27 시범아파트 1동 102호 치킨",""
"BHC치킨 숙대점","0504-3142-1125","서울특별시 용산구 청파동1가 132-3",""
"BHC치킨 한남점","02-797-3392","서울특별시 용산구 한남동 618-2",""
"BHC치킨 갈현점","02-388-2353","서울특별시 은평구 갈현동 327-13",""
"BHC치킨 연신내점","02-355-9285","서울특별시 은평구 갈현동 399-8 지하 1층, 1층",""
"BHC치킨 구산예일점","02-357-3517","서울특별시 은평구 구산동 14-40 1층 BHC",""
"BHC치킨 녹번점","02-356-9291","서울특별시 은평구 녹번동 183-2",""
"BHC치킨 대조점","02-385-1133","서울특별시 은평구 대조동 188-1",""
"BHC치킨 불광점","02-356-8553","서울특별시 은평구 불광동 138-2",""
"BHC치킨 불광초교점","02-353-9290","서울특별시 은평구 불광동 270",""
"BHC치킨 은평증산점","02-303-4832","서울특별시 은평구 신사동 350-23",""
"BHC치킨 응암점","02-373-8882","서울특별시 은평구 응암동 577-16",""
"BHC치킨 응암행복점","02-309-9292","서울특별시 은평구 응암동 752-22",""
"BHC치킨 은평이마트점","02-359-5092","서울특별시 은평구 응암동 89-12",""
"BHC치킨 은평뉴타운점","02-385-8292","서울특별시 은평구 진관동 13",""
"BHC치킨 구파발점","02-386-0777","서울특별시 은평구 진관동 179-22",""
"산아래 호프","02-359-8477","서울특별시 은평구 진관동 279-84",""
"BHC치킨 종로점","02-732-2200","서울특별시 종로구 관철동 14-1",""
"BHC치킨 대학로본점","02-745-9464","서울특별시 종로구 동숭동 1-55",""
"BHC치킨 종로성대점","02-742-0100","서울특별시 종로구 명륜1가 83-5 1층",""
"BHC치킨 종로5가광장점","02-743-9969","서울특별시 종로구 인의동 46-1",""
"BHC치킨 독립문역점","02-722-8285","서울특별시 종로구 행촌동 209-69",""
"BHC치킨 동대문점","02-2278-0053","서울특별시 중구 광희동1가 142",""
"BHC치킨 왕십리점","02-2253-1092","서울특별시 중구 신당동 170-29",""
"BHC치킨 약수점","02-6949-2655","서울특별시 중구 신당동 320-2",""
"BHC치킨 남산타운점","02-3298-6865","서울특별시 중구 신당동 844 남산타운상가5동 1층 114-2호",""
"BHC치킨 충무로역점","050-7982-3010","서울특별시 중구 필동2가 14-2",""
"BHC치킨 중랑사랑점","02-432-1212","서울특별시 중랑구 망우동 136-25",""
"BHC치킨 망우점","02-494-9282","서울특별시 중랑구 망우동 442-1","https://booking.naver.com/booking/6/bizes/615726"
"BHC치킨 상봉점","02-491-9292","서울특별시 중랑구 망우동 479",""
"BHC치킨 중랑역점","02-435-3338","서울특별시 중랑구 면목동 185-39",""
"BHC치킨 용마산점","02-433-6894","서울특별시 중랑구 면목동 372-9",""
"BHC치킨 면목역점","02-2207-9252","서울특별시 중랑구 면목동 504-18",""
"BHC치킨 사가정점","02-433-1810","서울특별시 중랑구 면목동 68-2",""
"BHC치킨 묵동먹골점","050-4109-8237","서울특별시 중랑구 묵동 238-36 1층",""
"BHC치킨 신내점","02-3422-3800","서울특별시 중랑구 신내동 317 데시앙아파트상가106호",""
"BHC치킨 봉화산역점","02-3421-9935","서울특별시 중랑구 신내동 644",""
"BHC치킨 중화점","02-439-9599","서울특별시 중랑구 중화동 120-6",""
