name,phone,address,url
"BBQ치킨 이수경문점","02-869-9282","서울특별시 구로구 구로동 46",""
"BBQ치킨 수궁점","02-2613-9992","서울특별시 구로구 궁동 170-11",""
"BBQ치킨 신도림점","02-2678-8292","서울특별시 구로구 신도림동 412-3","https://booking.naver.com/booking/6/bizes/623455"
"BBQ치킨 구로항동점","02-2611-8292","서울특별시 구로구 항동 216-1 1층 103호",""
"BBQ치킨 가산점","0504-3142-1905","서울특별시 금천구 가산동 140-26",""
"BBQ치킨 신길뉴타운점","02-865-9282","서울특별시 금천구 가산동 152-16 성현빌딩 1층",""
"BBQ치킨 가산디지털점","0504-3142-1217","서울특별시 금천구 독산동  1100-3",""
"BBQ치킨 방배본점","02-807-3223","서울특별시 금천구 독산동 1077-37",""
"BBQ치킨 과천점","02-891-8290","서울특별시 금천구 독산동 1155",""
"BBQ치킨 대림신풍점","02-858-8293","서울특별시 금천구 독산동 187-46 1층",""
"BBQ치킨 서초방배점","02-893-3612","서울특별시 금천구 시흥동 1013",""
"BBQ치킨 동작국사봉점","02-896-8292","서울특별시 금천구 시흥동 917-13 1층 BBQ치킨",""
"BBQ치킨 독산행복점","02-805-8292","서울특별시 금천구 시흥동 936-6",""
"BBQ치킨 공릉역점","02-948-9282","서울특별시 노원구 공릉동 400-8 1층 상가 103호",""
"BBQ치킨 공릉점","0504-3142-0796","서울특별시 노원구 공릉동 424-8 유성빌딩",""
"BBQ치킨 태릉입구역점","02-979-7379","서울특별시 노원구 공릉동 617-3 와이엔타워 1층 104호",""
"BBQ치킨 공릉스타점","02-972-6789","서울특별시 노원구 공릉동 727 114동 105-6호",""
"BBQ치킨 상계수락점","02-939-3868","서울특별시 노원구 상계동 1100-23",""
"BBQ치킨 상계점","02-952-9282","서울특별시 노원구 상계동 1318 101동 114호",""
"BBQ치킨 상계보람점","02-932-9282","서울특별시 노원구 상계동 169-367",""
"BBQ치킨 노원스타점","02-931-1166","서울특별시 노원구 상계동 387-161",""
"BBQ치킨 마들점","02-939-9282","서울특별시 노원구 상계동 629 대원유치원",""
"BBQ치킨 노원역점","02-938-9389","서울특별시 노원구 상계동 711-13 1층 비비큐 노원역점",""
"비비큐치킨월계행복점","02-902-9253","서울특별시 노원구 월계동 269-1",""
"BBQ치킨 월계스마트점","02-990-8092","서울특별시 노원구 월계동 269-1 지하1층",""
"BBQ치킨 월계광운대점","02-960-2999","서울특별시 노원구 월계동 402-53",""
"BBQ치킨 중계중앙점","02-933-9282","서울특별시 노원구 중계동 360-15 건영아파트 상가 107호",""
"BBQ치킨 중계은행점","02-932-9292","서울특별시 노원구 중계동 366-10 중원코아빌딩 1층 105",""
"BBQ치킨 중계역점","02-978-9282","서울특별시 노원구 중계동 503",""
"BBQ치킨 하계스마트점","02-949-9979","서울특별시 노원구 하계동 155-1 1층",""
"BBQ치킨 하계점","02-948-5708","서울특별시 노원구 하계동 256-13",""
"BBQ도봉1점","02-954-7713","서울특별시 도봉구 도봉동  562-1",""
"BBQ치킨 방학역점","02-954-9282","서울특별시 도봉구 도봉동 612-5 1층",""
"BBQ치킨 도봉한신점","02-956-8822","서울특별시 도봉구 도봉동 648",""
"BBQ치킨 도봉역점","02-3492-9282","서울특별시 도봉구 도봉동 657 1층140호 142호",""
"BBQ치킨 방학점","02-956-6655","서울특별시 도봉구 방학동 696 근생 1층 ()",""
"BBQ치킨 방학1동점","02-955-3534","서울특별시 도봉구 방학동 713",""
"BBQ치킨 쌍문행복점","02-995-5252","서울특별시 도봉구 쌍문동 262-2",""
"BBQ치킨 쌍문중앙점","02-906-1166","서울특별시 도봉구 쌍문동 342-3",""
"BBQ치킨 쌍문점","02-904-9282","서울특별시 도봉구 쌍문동 41-1 1층 비비큐",""
"BBQ치킨 창동본점","0504-3142-1325","서울특별시 도봉구 창동 6",""
"BBQ치킨 창동행복점","02-995-1316","서울특별시 도봉구 창동 601-75",""
"BBQ치킨 창동점","050-7957-8643","서울특별시 도봉구 창동 826 북한산한신휴플러스상가 104-106",""
"BBQ치킨 동대문스타점","02-2242-9283","서울특별시 동대문구 답십리동 2-2",""
"BBQ치킨 답십리점","02-2244-9280","서울특별시 동대문구 답십리동 467-44",""
"BBQ치킨 안암오거리점","02-929-8051","서울특별시 동대문구 용두동 727-4 1층",""
"BBQ치킨 용두점","02-959-9282","서울특별시 동대문구 용두동 790 롯데캐슬피렌체 107호","https://booking.naver.com/booking/6/bizes/584518"
"BBQ치킨 동대문장안점","02-2213-7272","서울특별시 동대문구 장안동 298-19",""
"BBQ치킨 장안행운점","02-3394-8492","서울특별시 동대문구 장안동 340-1",""
"BBQ치킨 장한평역점","02-2243-3205","서울특별시 동대문구 장안동 416-1",""
"BBQ치킨 휘경점","02-2244-8864","서울특별시 동대문구 전농동 113-25",""
"BBQ치킨 전농점","0504-3142-0721","서울특별시 동대문구 전농동 38-18",""
"BBQ치킨 전농행복점","02-2217-9296","서울특별시 동대문구 전농동 695",""
"BBQ치킨 청량리홍릉점","02-959-8292","서울특별시 동대문구 제기동 120-139",""
"BBQ치킨 이문동점","02-959-5949","서울특별시 동대문구 휘경동 183-386","https://booking.naver.com/booking/6/bizes/729795"
"BBQ독산시흥본점","0504-3142-2142","서울특별시 동작구 대방동 404-8 1층 102호",""
"BBQ치킨 시흥사랑점","02-591-5082","서울특별시 동작구 사당동 43-18",""
"BBQ상도점","0504-3142-1231","서울특별시 동작구 상도1동  347",""
"BBQ치킨 신대방삼거리역점","02-823-9282","서울특별시 동작구 상도동 210-21",""
"BBQ치킨 대림점","02-3280-7732","서울특별시 동작구 신대방동 342-31 성진빌딩 1층",""
"BBQ치킨 사당점","0504-3142-0744","서울특별시 동작구 신대방동 605-11",""
"BBQ상암점","02-305-7292","서울특별시 마포구 상암동 1630",""
"BBQ올떡 성산점","02-306-0808","서울특별시 마포구 성산동 446",""
"BBQ치킨 마포가좌역점","02-306-9200","서울특별시 마포구 중동 329 1층",""
"BBQ치킨 가재울로점","02-3152-8864","서울특별시 서대문구 남가좌동 205-7 1층 비비큐",""
"BBQ치킨 남가좌점","02-373-9288","서울특별시 서대문구 남가좌동 382-9",""
"BBQ치킨 독립문점","02-363-2494","서울특별시 서대문구 냉천동 261-2 104호 BBQ치킨",""
"BBQ치킨 북가좌점","02-309-2070","서울특별시 서대문구 북가좌동 347-1",""
"BBQ치킨 명지대점","02-303-9281","서울특별시 서대문구 홍은동 409-58",""
"BBQ치킨 홍은점","050-7744-4235","서울특별시 서대문구 홍은동 464 상가동 지하2층 117-A호",""
"BBQ치킨 홍제점","02-391-3903","서울특별시 서대문구 홍제동 273-12 1층",""
"BBQ치킨 신대방1점","050-7982-3048","서울특별시 서초구 방배4동 854-26",""
"BBQ맘앤팜 독산점","02-521-2727","서울특별시 서초구 방배동 449-5",""
"BBQ치킨 가산디지털단지점","02-533-1008","서울특별시 서초구 방배동 793-4",""
"BBQ치킨 금호중앙점","02-6396-6699","서울특별시 성동구 금호동2가 435",""
"BBQ금호점","0504-3142-3515","서울특별시 성동구 금호동4가  128",""
"BBQ치킨 마장행복점","02-2294-8293","서울특별시 성동구 마장동 478-36 1층",""
"BBQ치킨 왕십리행운점","02-2281-9282","서울특별시 성동구 상왕십리동 811 403동 1층 121호",""
"BBQ치킨 성수3점","0504-3142-0797","서울특별시 성동구 성수1가1동 246-1 하우스홀드",""
"BBQ치킨 성수2점","0504-0953-0453","서울특별시 성동구 성수동1가 13-78",""
"BBQ치킨 성수중앙점","02-461-9283","서울특별시 성동구 성수동2가 277-37",""
"BBQ치킨 옥수점","0504-3142-1197","서울특별시 성동구 옥수동 243","https://booking.naver.com/booking/6/bizes/568855"
"BBQ치킨 용답답십리역점","0504-3142-1198","서울특별시 성동구 용답동 56-11",""
"BBQ치킨 행당점","0504-3142-1432","서울특별시 성동구 하왕십리동 993-5",""
"BBQ치킨 행당스마트점","02-2282-0211","서울특별시 성동구 행당동 133-5",""
"BBQ길음점","02-909-0101","서울특별시 성북구 길음동 1170",""
"BBQ치킨 길음역점","02-942-9282","서울특별시 성북구 길음동 1276",""
"BBQ치킨 길음센터피스점","02-983-9282","서울특별시 성북구 길음동 499-75",""
"BBQ치킨 성신여대점","02-923-9282","서울특별시 성북구 동선동4가 106-1",""
"BBQ치킨 성북스타점","02-921-9273","서울특별시 성북구 보문동7가 32-2",""
"BBQ치킨 한성대역점","02-765-9282","서울특별시 성북구 삼선동1가 89",""
"BBQ석계점","050-4570-1892","서울특별시 성북구 석관동 10",""
"BBQ치킨 석관점","02-968-9282","서울특별시 성북구 석관동 189-48",""
"BBQ치킨 석관행복점","02-965-5243","서울특별시 성북구 석관동 332-27 1층",""
"BBQ치킨 장위행복점","02-911-3003","서울특별시 성북구 장위동 233-634",""
"BBQ치킨 장위뉴타운점","02-912-3357","서울특별시 성북구 장위동 316-3 센트럴타운 105호",""
"BBQ치킨 정릉풍림스타점","0504-3142-1323","서울특별시 성북구 정릉동 239-1",""
"BBQ치킨 정릉점","02-909-9282","서울특별시 성북구 정릉동 260-74",""
"BBQ치킨 정릉중앙점","02-913-4235","서울특별시 성북구 정릉동 587-2 정릉 꿈에그린아파트 상가동 201호",""
"BBQ치킨 하월곡점","02-943-9282","서울특별시 성북구 하월곡동 222",""
"BBQ치킨 송파나루점","02-488-1868","서울특별시 송파구 방이동 112-2 1층",""
"BBQ치킨 방이점","02-419-5758","서울특별시 송파구 방이동 126-13",""
"BBQ치킨 방이스타점","02-420-9198","서울특별시 송파구 방이동 71",""
"BBQ치킨 빌리지 송리단길점","02-2203-8292","서울특별시 송파구 송파동 31-2",""
"BBQ치킨 잠실파크리오점","02-422-9898","서울특별시 송파구 신천동 20-6 파크리오B상가 105호",""
"BBQ치킨 오금점","02-408-5535","서울특별시 송파구 오금동 1-4",""
"BBQ치킨 잠실한강공원점","02-424-9282","서울특별시 송파구 잠실동 1-1",""
"BBQ치킨 풍납점","02-477-9919","서울특별시 송파구 풍납동 393 1층 BBQ치킨송파풍납점",""
"BBQ치킨 등촌역점(치킨앤비어)","02-2653-9282","서울특별시 양천구 목동 607-43",""
"BBQ치킨 등촌역점","0504-3142-0738","서울특별시 양천구 목동 607-43 1층",""
"BBQ치킨 목동남로점","02-2646-8292","서울특별시 양천구 목동 715-3",""
"BBQ치킨 목동한청점","0504-3142-1299","서울특별시 양천구 목동 747-1",""
"BBQ목동역점","02-2646-9281","서울특별시 양천구 목동 935",""
"BBQ올떡 신월본점","02-2065-6242","서울특별시 양천구 신월동 1057",""
"BBQ치킨 신월동점","02-2605-3014","서울특별시 양천구 신월동 1074 109호",""
"BBQ치킨 신월사랑점","02-2606-9281","서울특별시 양천구 신월동 548-7",""
"BBQ치킨 목동오거리점","02-2697-9282","서울특별시 양천구 신정동 1005-4 삼천리아파트 1층 상가 5호",""
"BBQ치킨 신정네거리점","02-2605-9282","서울특별시 양천구 신정동 1175-28 단지내상가 122동 B15호 비비큐 신정네거리점",""
"비비큐 양천신정점","02-2652-9282","서울특별시 양천구 신정동 296-115 104호",""
"BBQ치킨 양천구청점","02-2652-1381","서울특별시 양천구 신정동 324-10 126호",""
"BBQ치킨 신정행복점","02-2692-8292","서울특별시 양천구 신정동 944-2 1층 비비큐치킨",""
"BBQ치킨 당산행운점","0504-3142-1475","서울특별시 영등포구 당산동1가 306",""
"BBQ치킨 석수역점","0504-3142-1783","서울특별시 영등포구 대림동 739-1 유림빌딩",""
"BBQ하안3점","02-833-9922","서울특별시 영등포구 대림동 863-11",""
"BBQ치킨 영등포도림점","02-848-5777","서울특별시 영등포구 도림동 819",""
"BBQ문래점","0504-3142-0739","서울특별시 영등포구 문래동6가 8",""
"BBQ신길사러가점","0504-3142-0832","서울특별시 영등포구 신길동 255-1",""
"BBQ치킨 과천부림점","0504-3142-2205","서울특별시 영등포구 신길동 3962-5 1층",""
"BBQ치킨 선유도역점","02-2679-0092","서울특별시 영등포구 양평동4가 51-1",""
"BBQ치킨 영등포중앙점","02-2633-2933","서울특별시 영등포구 영등포동3가 4-1 1층 103호",""
"BBQ치킨 영등포본점","0504-0953-0695","서울특별시 영등포구 영등포동6가 10",""
"BBQ치킨 영등포점","0504-3142-1437","서울특별시 영등포구 영등포동7가 203 5-4호",""
"BBQ치킨 보광점","0504-3142-0790","서울특별시 용산구 보광동 258-9",""
"BBQ치킨 은평갈현로점","02-356-9225","서울특별시 은평구 갈현동 422-4 1층 비비큐",""
"BBQ치킨 연신내점","02-389-9220","서울특별시 은평구 갈현동 502-4",""
"BBQ구산점","02-386-8255","서울특별시 은평구 구산동 9-9",""
"BBQ치킨 응암역점","02-359-8292","서울특별시 은평구 녹번동 162-34",""
"BBQ치킨 녹번점","02-353-9282","서울특별시 은평구 녹번동 98-47",""
"BBQ치킨 은평대조점","02-385-9200","서울특별시 은평구 대조동 221-30",""
"BBQ치킨 불광1동점","02-353-9393","서울특별시 은평구 불광동 8-5 1층",""
"BBQ신사2동점","02-376-3392","서울특별시 은평구 신사동 343-33",""
"BBQ치킨 역촌점","02-356-8263","서울특별시 은평구 역촌동 226-13","https://booking.naver.com/booking/6/bizes/715864"
"BBQ치킨 응암점","02-384-4119","서울특별시 은평구 응암동 105-36",""
"BBQ응암2점","02-303-0629","서울특별시 은평구 응암동 674-12",""
"BBQ치킨 녹번중앙점","02-382-9700","서울특별시 은평구 응암동 769 녹번역e편한세상캐슬아파트 B동 1층 120호","https://booking.naver.com/booking/6/bizes/763057"
"BBQ치킨 은평진관점","02-356-8290","서울특별시 은평구 진관동 100-2",""
"BBQ치킨 은평뉴타운구파발점","02-388-1192","서울특별시 은평구 진관동 106 은평뉴타운 마고정 동부센트레빌 301동 B104호",""
"BBQ치킨 대학로점","02-2135-6563","서울특별시 종로구 동숭동 1-105",""
"BBQ치킨 명륜점","0504-3142-0786","서울특별시 종로구 명륜2가 149 1층","https://booking.naver.com/booking/6/bizes/794451"
"BBQ치킨 경희궁자이점","0504-3142-1008","서울특별시 종로구 무악동 45-304",""
"BBQ세검정점","02-395-0707","서울특별시 종로구 신영동  131-2",""
"BBQ치킨 효자점","0504-3142-3785","서울특별시 종로구 옥인동 92",""
"BBQ안국점","0504-3142-1676","서울특별시 종로구 원서동 94",""
"BBQ치킨 인사동점","02-738-9282","서울특별시 종로구 인사동 208",""
"비비큐성북스타점","02-953-5252","서울특별시 종로구 창신3동 22-3",""
"BBQ치킨 성북스타2호점","050-4110-0002","서울특별시 종로구 창신동 22-3",""
"BBQ치킨 동대문역점","02-742-9282","서울특별시 종로구 창신동 646-2",""
"BBQ남대문점","0504-3142-0785","서울특별시 중구 남창동 60-32",""
"비비큐치킨","02-755-0333","서울특별시 중구 남창동 62-7",""
"BBQ치킨 명동스타점","02-318-8809","서울특별시 중구 명동2가 55-5 2층",""
"BBQ치킨 신당점","02-2285-2811","서울특별시 중구 무학동 58",""
"BBQ치킨 동대문패션타운점","02-2233-0576","서울특별시 중구 신당동 217-107 1층",""
"BBQ치킨 신당2점","02-2234-1116","서울특별시 중구 신당동 291-48 1층",""
"BBQ남산타운점","0504-3142-0784","서울특별시 중구 신당동 844",""
"BBQ치킨앤비어 동대문점","02-2272-0984","서울특별시 중구 을지로6가 23-26 1층",""
"BBQ치킨 동국대점","02-2272-8992","서울특별시 중구 충무로5가 78-1 다인빌딩 1층",""
"BBQ치킨 망우본동점","02-491-8293","서울특별시 중랑구 망우동 207-6",""
"BBQ망우점","02-492-2900","서울특별시 중랑구 망우동 509-9 1층 좌측 상가",""
"BBQ치킨 신내점","02-6954-7677","서울특별시 중랑구 망우동 594-10 101호",""
"BBQ치킨 면목아이파크점","02-438-9295","서울특별시 중랑구 면목동 151-25",""
"BBQ치킨 면목동원사거리점","02-491-1911","서울특별시 중랑구 면목동 1546",""
"BBQ치킨 면목스타점","02-433-8292","서울특별시 중랑구 면목동 177-130",""
"BBQ치킨 면목점","02-437-3778","서울특별시 중랑구 면목동 408-10",""
"BBQ치킨 면목용마점","02-434-9599","서울특별시 중랑구 면목동 507-4",""
"BBQ 면목중앙점","02-433-5986","서울특별시 중랑구 면목동 652-42 1층 BBQ 매장",""
"BBQ치킨 묵동행복점","02-977-9285","서울특별시 중랑구 묵동 249-118 1층",""
"BBQ치킨 묵동먹골점","02-973-9282","서울특별시 중랑구 묵동 299-1",""
"BBQ치킨 상봉중앙점","02-435-6777","서울특별시 중랑구 상봉동 120-5",""
"BBQ치킨 중랑상봉점","02-491-9282","서울특별시 중랑구 상봉동 221-6 1층","https://booking.naver.com/booking/6/bizes/729795"
"BBQ치킨 상봉역점","02-493-9282","서울특별시 중랑구 상봉동 87-27 센트럴파트 55 아파트",""
